iter	RMSE
188	2.103714672
189	2.092329842
190	2.080385992
191	2.068684461
192	2.057429498
193	2.045777807
194	2.033737803
195	2.026178629
196	2.01196	2.06197	2.01197	2.05198	2.00198	2.04199	1.99199	2.200	1.989314398
201	1.9827201	2202	1.97447202	203	1.965708203	204	1.957833204	205	1.944844205	206	1.937589206	207	1.924918207	208	1.91512208	1.9376094
209	1.92960756
210	1.924635443
211	1.91459942
212	1.908436316
213	1.897516382
214	1.886286352
215	1.878880998
216	1.865681107
217	1.861406679
218	1.851152264
219	1.844183323
220	1.841037084
221	1.831550627
222	1.820672279
223	1.811752895
224	1.801115585
225	1.790459303
226	1.77943729
227	1.774530161
228	1.769173124
229	1.76313015
230	1.75871818
231	1.750118503
232	1.741250975
233	1.732539935
234	1.719922985
235	1.711183784
236	1.701175888
237	1.694115522
238	1.691182841
239	1.679606854
240	1.670221361
241	1.666998771
242	1.658938689
243	1.647177893
244	1.637331673
245	1.628739015
246	1.617677166
247	1.606243866
248	1.603273966
249	1.594470763
250	1.588817809
251	1.582219138
252	1.574009253
253	1.564745246
254	1.555277773
255	1.546182594
256	1.53750452
257	1.529549128
258	1.521196805
259	1.51611554
260	1.508285722
261	1.495869971
262	1.492374161
263	1.487555379
264	1.483192197
265	1.474498146
266	1.471872463
267	1.466007074
268	1.4617075
269	1.454786197
270	1.445588235
271	1.442631877
272	1.439439256
273	1.434265581
274	1.429085
275	1.425628837
276	1.418431609
277	1.409192403
278	1.406438781
279	1.402792754
280	1.400764536
281	1.395883482
282	1.393433939
283	1.385783145
284	1.381345149
285	1.371723089
286	1.368931706
287	1.36048657
288	1.356755415
289	1.350725301
290	1.34233663
291	1.334481781
292	1.327557606
293	1.320196952
294	1.313161181
295	1.305875921
296	1.29602545
297	1.294016021
298	1.291836679
299	1.283361174
300	1.272716498
301	1.270801197
302	1.261989625
303	1.255354516
304	1.251318623
305	1.247372787
306	1.245514597
307	1.238187584
308	1.228695686
309	1.226907135
310	1.219704106
311	1.213823049
312	1.210547303
313	1.201461964
314	1.199649898
315	1.197943564
316	1.190448188
317	1.187027912
318	1.17912095
319	1.173281818
320	1.164971285
321	1.156935023
322	1.155335089
323	1.150407791
324	1.147045923
325	1.140453658
326	1.134377247
327	1.128319331
328	1.126678145
329	1.120541776
330	1.11468402
331	1.109368831
332	1.105124463
333	1.101720435
334	1.097999253
335	1.090406456
336	1.088880875
337	1.082048975
338	1.072329712
339	1.068109337
340	1.063125999
341	1.058218084
342	1.051681078
343	1.047037212
344	1.042747273
345	1.039066062
346	1.034510462
347	1.026781181
348	1.019892914
349	1.014832446
350	1.008472937
351	1.006910771
352	1.00192869
353	0.9970203363
354	0.9946664186
355	0.9876003018
356	0.982152488
357	0.9776397778
358	0.9731016033
359	0.9717038993
360	0.9658122068
361	0.9601579374
362	0.955777674
363	0.9501463583
364	0.9465812626
365	0.9407028167
366	0.9377291504
367	0.9351784847
368	0.9301289735
369	0.9237864281
370	0.9173455784
371	0.916169341
372	0.9118915932
373	0.9107712754
374	0.9072368149
375	0.9050227495
376	0.8986992394
377	0.8938403643
378	0.8927126421
379	0.8882040677
380	0.8841443658
381	0.881519314
382	0.8787308173
383	0.8728821801
384	0.8672894554
385	0.8620018639
386	0.8567713706
387	0.8507476771
388	0.8451626272
389	0.8402049607
390	0.8366521518
391	0.831677373
392	0.8268345761
393	0.822842437
394	0.8199142937
395	0.8158160302
396	0.8129500545
397	0.809851287
398	0.8049454682
399	0.8037921948
400	0.7990556874
401	0.7970490991
402	0.7925882373
403	0.7898202954
404	0.7853150983
405	0.78039894
406	0.7770215867
407	0.7755869982
408	0.7715315855
409	0.7681704987
410	0.7664892889
411	0.7649123328
412	0.7602099531
413	0.7577603509
414	0.7551400762
415	0.7515773439
416	0.746453265
417	0.7417732551
418	0.7392665354
419	0.7350007704
420	0.7333819046
421	0.7299779242
422	0.7259081248
423	0.723405416
424	0.7194711723
425	0.7162160283
426	0.7146767726
427	0.7098148683
428	0.7079847085
429	0.7065122265
430	0.7021114713
431	0.7003712125
432	0.6973376913
433	0.692022359
434	0.6877218161
435	0.685093201
436	0.6821424285
437	0.678700496
438	0.6757340474
439	0.6705989615
440	0.6660679182
441	0.6618391897
442	0.657609706
443	0.6553913649
444	0.652257296
445	0.6471467575
446	0.6451194978
447	0.6415521316
448	0.6381534457
449	0.6341643443
450	0.6306311721
451	0.6274627862
452	0.6229562733
453	0.6210987021
454	0.6188469812
455	0.6172198836
456	0.6154467527
457	0.6115101809
458	0.6085181657
459	0.6063341012
460	0.6020710018
461	0.599018356
462	0.595175032
463	0.5909418954
464	0.5870070196
465	0.5848718258
466	0.5835549286
467	0.5818811635
468	0.5783851518
469	0.5773545638
470	0.5740267594
471	0.5726280324
472	0.5703414264
473	0.5689101422
474	0.5673318053
475	0.5641977239
476	0.5603622031
477	0.5592851075
478	0.5575527105
479	0.5538091167
480	0.5522160596
481	0.5494303362
482	0.5462222911
483	0.5431616407
484	0.5394510642
485	0.5367020289
486	0.5330539594
487	0.5319856202
488	0.5306040158
489	0.5278163978
490	0.5247992465
491	0.5236755877
492	0.5202999005
493	0.5183463065
494	0.5160662215
495	0.5154418534
496	0.5129010936
497	0.5100921275
498	0.5083163876
499	0.5074883723
500	0.5051152384
501	0.503667245
502	0.5029290122
503	0.5008973586
504	0.5000031609
505	0.4973367096
506	0.4942024284
507	0.490911751
508	0.4897421865
509	0.4891845369
510	0.485987422
511	0.4843678866
512	0.4824862828
513	0.4809214575
514	0.4788463338
515	0.4771690738
516	0.4740946907
517	0.4711584969
518	0.4691977598
519	0.4660301678
520	0.464720955
521	0.4640672652
522	0.4613028934
523	0.4592055616
524	0.4576539022
525	0.4557394116
526	0.4535858175
527	0.4518816416
528	0.4502787441
529	0.4485566753
530	0.4477542781
531	0.4452570764
532	0.4435077475
533	0.44270483
534	0.4405767519
535	0.4389191822
536	0.4357906883
537	0.4326811832
538	0.4310945514
539	0.4289610538
540	0.4266737686
541	0.4256441288
542	0.4229604997
543	0.421409194
544	0.4206315217
545	0.418994967
546	0.4169415
547	0.4146964384
548	0.4128701298
549	0.4118829363
550	0.4089324384
551	0.4068291077
552	0.406189784
553	0.4043017943
554	0.4020359652
555	0.4002060979
556	0.3992852974
557	0.3974322529
558	0.3953000672
559	0.3926929253
560	0.3906281834
561	0.3899782932
562	0.388551784
563	0.3879315473
564	0.3850549228
565	0.3828101129
566	0.3818604041
567	0.3804738043
568	0.3797558838
569	0.3789604725
570	0.3767361382
571	0.3747316917
572	0.3740742466
573	0.3733434892
574	0.3709279817
575	0.3688629337
576	0.3673233559
577	0.3651194646
578	0.3627101604
579	0.3602397855
580	0.3584772755
581	0.3577114239
582	0.3565947733
583	0.3540641839
584	0.3534985823
585	0.3523101057
586	0.3514495722
587	0.3501735903
588	0.3482478502
589	0.3477994909
590	0.3470494223
591	0.3465920075
592	0.3440924561
593	0.3423976964
594	0.3402453156
595	0.3386674679
596	0.3359903641
597	0.3335715352
598	0.3329554999
599	0.3311258632
600	0.3296297317
601	0.3276046481
602	0.325884273
603	0.3242095857
604	0.3218119003
605	0.3199716917
606	0.3182119629
607	0.3159749461
608	0.3155710497
609	0.3137898192
610	0.3129933374
611	0.312281999
612	0.3115041184
613	0.3104093703
614	0.3089991092
615	0.3076417084
616	0.3060227102
617	0.305245673
618	0.3040920342
619	0.3029396313
620	0.300768232
621	0.2993853861
622	0.2979722728
623	0.2961444574
624	0.2942393084
625	0.2930562337
626	0.2911178335
627	0.2902191718
628	0.2887068848
629	0.2868371498
630	0.2853722813
631	0.2834511213
632	0.2816485497
633	0.2806584749
634	0.2801120627
635	0.2788898219
636	0.2775789038
637	0.2760188253
638	0.2746459654
639	0.2727648926
640	0.2713712209
641	0.2694637724
642	0.2683358069
643	0.2663488401
644	0.2654098693
645	0.2639552947
646	0.2623089443
647	0.2608577442
648	0.2589905262
649	0.2579826769
650	0.2566252245
651	0.2553013855
652	0.2535255452
653	0.2528641251
654	0.250954957
655	0.2505888255
656	0.2494470906
657	0.2480833954
658	0.2464118516
659	0.2453743437
660	0.2441607662
661	0.2426577719
662	0.2417007823
663	0.2402089686
664	0.2392398284
665	0.2383216213
666	0.237091226
667	0.2357735232
668	0.2343544817
669	0.233256958
670	0.2324358097
671	0.2318004292
672	0.2312390275
673	0.2302490424
674	0.2286552481
675	0.2281497367
676	0.2274024951
677	0.2268883229
678	0.2257695991
679	0.2255249223
680	0.2243679821
681	0.2233788189
682	0.2224167096
683	0.2210467498
684	0.220220566
685	0.219135028
686	0.2180747378
687	0.2166332564
688	0.2161416523
689	0.2157825459
690	0.2152544258
691	0.214483506
692	0.2132433749
693	0.2117501851
694	0.2110073416
695	0.2097659451
696	0.2086856228
697	0.2077171314
698	0.2070364425
699	0.2062271088
700	0.2051248564
701	0.2047271492
702	0.2032882277
703	0.2022304129
704	0.2013288465
705	0.2010296818
706	0.2001011537
707	0.1989510602
708	0.1977601176
709	0.1969465665
710	0.1959939567
711	0.1947838515
712	0.1935888156
713	0.1929973089
714	0.1925825309
715	0.1917572564
716	0.1914337971
717	0.1906917527
718	0.1895843791
719	0.1885907503
720	0.1878427203
721	0.1873472548
722	0.1868752685
723	0.1862915282
724	0.1853357419
725	0.1844740228
726	0.1834483958
727	0.1823280326
728	0.1816615418
729	0.1812532644
730	0.180444966
731	0.1796081205
732	0.1788642994
733	0.1779382882
734	0.1773814295
735	0.1764148947
736	0.1753943328
737	0.1743968785
738	0.1735007106
739	0.1725975974
740	0.1718140881
741	0.1712436713
742	0.1710001568
743	0.1700643764
744	0.169034018
745	0.1681177678
746	0.167415833
747	0.1662345772
748	0.165333519
749	0.1641143407
750	0.1629287677
751	0.161989724
752	0.1610937623
753	0.160177914
754	0.1594594341
755	0.1586932296
756	0.1577032225
757	0.1568184083
758	0.1556856355
759	0.154654414
760	0.153928513
761	0.1533288965
762	0.1524494273
763	0.1519609853
764	0.151124723
765	0.15035185
766	0.1495767497
767	0.1485485326
768	0.1477495353
769	0.1465889657
770	0.1459694092
771	0.1451746531
772	0.1445782014
773	0.1438988284
774	0.1435766009
775	0.1427609753
776	0.1420016062
777	0.1412219882
778	0.1403277787
779	0.1394879021
780	0.1384266546
781	0.13756257
782	0.1366242814
783	0.13571082
784	0.1351478397
785	0.1346120252
786	0.1340524249
787	0.1332668312
788	0.1326131823
789	0.1320306722
790	0.1315836906
791	0.1310058556
792	0.1301827541
793	0.1299303501
794	0.1293125375
795	0.1285424498
796	0.1276878659
797	0.1273332162
798	0.1265088594
799	0.1259002313
800	0.1256687001
801	0.1251709379
802	0.1244131442
803	0.1239355964
804	0.1235132636
805	0.1233061583
806	0.1230061346
807	0.1224440899
808	0.1219519529
809	0.1217412567
810	0.1211094957
811	0.1207136662
812	0.1202236285
813	0.1196854311
814	0.1190867417
815	0.118337979
816	0.117881681
817	0.1170168215
818	0.1165222132
819	0.1161459184
820	0.1154686799
821	0.1146983525
822	0.1139801712
823	0.1133802756
824	0.1125860726
825	0.1122256592
826	0.11168254
827	0.1114737087
828	0.1109758974
829	0.1106082135
830	0.1100108174
831	0.1093768324
832	0.1087225127
833	0.1083080372
834	0.1075559083
835	0.1073971233
836	0.1068679769
837	0.1064842956
838	0.1058970295
839	0.1055290665
840	0.1050391347
841	0.1044327151
842	0.1038681242
843	0.1033941539
844	0.1032076016
845	0.1027873732
846	0.102181751
847	0.1017062055
848	0.1011196633
849	0.1010287909
850	0.1006596765
851	0.1002243027
852	0.09956685007
853	0.09924194432
854	0.09889783117
855	0.09850836283
856	0.09811345507
857	0.09768481259
858	0.0970962876
859	0.096360522
860	0.09591488604
861	0.09540071089
862	0.09485131151
863	0.09436618747
864	0.09414188828
865	0.09356356373
866	0.09311014236
867	0.09290827568
868	0.09244376994
869	0.09210105189
870	0.09156006556
871	0.09108968483
872	0.09045508025
873	0.08985049542
874	0.08955047388
875	0.08912123734
876	0.08861236256
877	0.08844689444
878	0.08791414465
879	0.08759382993
880	0.08741007915
881	0.08713796471
882	0.08701745821
883	0.08649601064
884	0.08613444745
885	0.08596254563
886	0.08531996448
887	0.08484763035
888	0.08456544814
889	0.0840240977
890	0.08352958576
891	0.08332896441
892	0.08308237687
893	0.0827154468
894	0.0822554699
895	0.08178550681
896	0.08122744006
897	0.08075968426
898	0.08038381138
899	0.08002969637
900	0.07949047807
901	0.07925114077
902	0.07888937405
903	0.07858827692
904	0.07820690908
905	0.07783696024
906	0.07759014192
907	0.07725771848
908	0.07690851143
909	0.07654474993
910	0.07603244392
911	0.07558595434
912	0.07533661127
913	0.07517826877
914	0.07488162921
915	0.07437342331
916	0.07400842673
917	0.07356680079
918	0.07327219433
919	0.07281249708
920	0.07230238077
921	0.07192001958
922	0.07154865604
923	0.07138527047
924	0.07101730144
925	0.07065141243
926	0.07044503384
927	0.07012907794
928	0.06973261264
929	0.06948976822
930	0.06911148869
931	0.06877192161
932	0.06856269851
933	0.06829937024
934	0.06798694563
935	0.0676415059
936	0.06738607752
937	0.06716721362
938	0.06674951443
939	0.06663657829
940	0.06629475645
941	0.06587649215
942	0.0656352196
943	0.06538312438
944	0.06524135852
945	0.06486854498
946	0.06454458266
947	0.06419433815
948	0.06397793554
949	0.0636165976
950	0.06336909915
951	0.06317839847
952	0.06283847467
953	0.0626797303
954	0.06233253268
955	0.06211744247
956	0.0617483516
957	0.06138941012
958	0.0610277776
959	0.06092323108
960	0.06081581861
961	0.06044373029
962	0.06028704312
963	0.0601379651
964	0.059866573
965	0.05964105977
966	0.05941779463
967	0.0592015111
968	0.05897448503
969	0.05856508183
970	0.0584455703
971	0.05810257304
972	0.05793166196
973	0.05763874545
974	0.05740573244
975	0.05720126341
976	0.05683913826
977	0.05667904229
978	0.05640184649
979	0.05619197725
980	0.05598018824
981	0.0558434122
982	0.05548637975
983	0.05544036345
984	0.05529287381
985	0.05495331276
986	0.05465397523
987	0.05429897106
988	0.05399580063
989	0.0538103424
990	0.05355063875
991	0.05342302461
992	0.05327639065
993	0.05300717677
994	0.05282532916
995	0.05268877783
996	0.05243958501
997	0.05239857525
998	0.05226821253
999	0.05201447885
4879407896
999	0.04855377177
253292
498137024
